"ID","NAME","UNIQUE_NAME","GAMETIME","TIMEZONE","STDTIME","HOWTOPLAY","PLAY_TYPE","TOP_PRIZE","TOP_PRIZE_ODDS","PRIZE_ROLLOVER","PRIZE_PERI_MUTUAL","INFO_URL","INFO","IS_MULTI_STATE","IS_MULTI_COUNTRY","Status","PRIZE_MATRIX","isCardGame","NUM_OF_BALLS","DIS_GAME_TYPE","TINBU_GAME_ID","isJackpot","isPayout","HIGHEST_JACKPOT","HIGHEST_JACKPOT_DATE","TICKET_PRICE","ADVANCED_PLAYS","CUTOFFTIME"
358,Pick 4 Evening,Illinois-Pick 4 Evening,"9:20 PM",US/Central,"10:20 PM",Choose 4 digits from 0 to 9.,"4-Digits+1","$5,000",,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><strong>Type of Play</strong></th><th><strong>Odds</strong></th><th><strong>$1<br />wager</strong></th></tr></thead><tbody><tr><td><p>Straight</p></td><td><p>1:10,000</p></td><td><p>$5000</p></td></tr><tr><td><p>4-way box</p></td><td><p>1:2500</p></td><td><p>$1200</p></td></tr><tr><td><p>6-way box</p></td><td><p>1:1667</p></td><td><p>$800</p></td></tr><tr><td><p>12-way box</p></td><td><p>1:833</p></td><td><p>$400</p></td></tr><tr><td><p>24-way box</p></td><td><p>1:417</p></td><td><p>$200</p></td></tr><tr><td><p>4-way combo</p></td><td><p>1:10000</p></td><td><p>$5000</p></td></tr><tr><td><p>6-way combo</p></td><td><p>1:10000</p></td><td><p>$5000</p></td></tr><tr><td><p>12-way combo</p></td><td><p>1:10000</p></td><td><p>$5000</p></td></tr><tr><td><p>24-way combo</p></td><td><p>1:10000</p></td><td><p>$5000</p></td></tr><tr><td><p>4-way str/box</p></td><td><p>1:10000</p><p>1:2500(box)</p></td><td><p>$3100</p><p>$600(box)</p></td></tr><tr><td><p>6-way str/box</p></td><td><p>1:10000</p><p>1:1667(box)</p></td><td><p>$2900</p><p>$400(box)</p></td></tr><tr><td><p>12-way str/box</p></td><td><p>1:10000</p><p>1:833(box)</p></td><td><p>$2700</p><p>$200(box)</p></td></tr><tr><td><p>24-way str/box</p></td><td><p>1:10000</p><p>1:417(box)</p></td><td><p>$2,600</p><p>$100(box)</p></td></tr></tbody></table>",F,"4+1","4-Digits + 1 (Fire ball)","123",F,F,,,"1$",upto 7 consecutive draws,"Mon-Sun, 7 minutes before draw time"
359,Lucky Day Lotto Midday,Illinois-Lucky Day Lotto Midday,"12:40 PM",US/Central,"01:40 PM",Choose five numbers between 1 and 45.,"5/45",,,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><strong>Match</strong></th><th><strong>Prize</strong></th><th><strong>Odds</strong></th></tr></thead><tbody><tr><td><p>5 Match</p></td><td><p>Jackpot</p></td><td><p>1:1,221,759</p></td></tr><tr><td><p>4 Match</p></td><td><p>$200</p></td><td><p>1:6,109</p></td></tr><tr><td><p>3 Match</p></td><td><p>$15</p></td><td><p>1:157</p></td></tr><tr><td><p>2 Match</p></td><td width=""208""><p>$1</p></td><td width=""208""><p>1:12</p></td></tr></tbody></table>",F,"5","5/45",IL5,T,F,,,"2$",upto 25 consecutive draws,"Mon-Sun, 5 minutes before draw time"
360,Lucky Day Lotto Evening,Illinois-Lucky Day Lotto Evening,"9:20 PM",US/Central,"10:20 PM",Choose five numbers between 1 and 45.,"5/45",,,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><strong>Match</strong></th><th><strong>Prize</strong></th><th><strong>Odds</strong></th></tr></thead><tbody><tr><td><p>5 Match</p></td><td><p>Jackpot</p></td><td><p>1:1,221,759</p></td></tr><tr><td><p>4 Match</p></td><td><p>$200</p></td><td><p>1:6,109</p></td></tr><tr><td><p>3 Match</p></td><td><p>$15</p></td><td><p>1:157</p></td></tr><tr><td><p>2 Match</p></td><td width=""208""><p>$1</p></td><td width=""208""><p>1:12</p></td></tr></tbody></table>",F,"5","5/45",IL3,T,F,,,"2$",upto 25 consecutive draws,"Mon-Sun, 7 minutes before draw time"
361,Hit or Miss Morning,Illinois-Hit or Miss Morning,"10:30 AM",US/Central,"11:30 AM",,"6/53",,,F,F,,,F,F,Ignore,,F,"6+1","6/53 + XTRA",,F,F,,,,,
362,Hit or Miss Midday,Illinois-Hit or Miss Midday,"12:40 PM",US/Central,"01:40 PM",,"6/53",,,F,F,,,F,F,Ignore,,F,"6+1","6/53 + XTRA",,F,F,,,,,
363,Hit or Miss Drive,Illinois-Hit or Miss Drive,"6:30 PM",US/Central,"07:30 PM",,"6/53",,,F,F,,,F,F,Ignore,,F,"6+1","6/53 + XTRA",,F,F,,,,,
364,Hit or Miss Evening,Illinois-Hit or Miss Evening,"9:22 PM",US/Central,"10:22 PM",,"6/53",,,F,F,,,F,F,Ignore,,F,"6+1","6/53 + XTRA",,F,F,,,,,
365,Daily3 Midday,Indiana-Daily3 Midday,"1:20 PM",US/Eastern,"01:20 PM",Choose 3 digits from 0 to 9.,"3-Digits+1",$500,,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead>	<tr class=""result-table-heading""><th colspan=""6"">Daily 3 with SUPERBALL Prize Structure $1 Wager</th></tr><tr class=""result-table-heading""><th>PLAY TYPE</th><th>PRIZE</th><th>ODDS (1 in)</th><th>SUPERBALL PRIZE</th><th>ODDS (1 in)</th><th>EXAMPLE</th></tr></thead><tbody><tr><td colspan=""6"">STRAIGHT:&nbsp;Selected numbers must match winning numbers in exact order.</td></tr><tr><td>STRAIGHT</td><td>$500</td><td>1,000</td><td>$180</td><td>333</td><td>1-2-3</td></tr><tr><td colspan=""6"">COMBO:&nbsp;Selected numbers may match winning numbers in exact order (Straight) or any order (Box). (Minimum $1 play)</td></tr><tr><td>COMBO: 3-WAY STRAIGHT</td><td>$330</td><td>1,000</td><td>$120</td><td>333</td><td>1-2-1</td></tr><tr><td>COMBO: 3-WAY BOX</td><td>$80</td><td>333</td><td>$30</td><td>111</td><td>1-2-1</td></tr><tr><td>COMBO: 6-WAY STRAIGHT</td><td>$290</td><td>1,000</td><td>$105</td><td>333</td><td>1-2-3</td></tr><tr><td>COMBO: 6-WAY BOX</td><td>$40</td><td>167</td><td>$15</td><td>56</td><td>1-2-3</td></tr><tr><td colspan=""6"">BOX:&nbsp;Selected numbers may match winning numbers in any order</td></tr><tr><td>BOX: 3-WAY</td><td>$160</td><td>333</td><td>$60</td><td>111</td><td>1-2-1</td></tr><tr><td>BOX: 6-WAY</td><td>$80</td><td>167</td><td>$30</td><td>56</td><td>1-2-3</td></tr><tr><td colspan=""6"">WHEEL:&nbsp;Every combination of the numbers you select are played as straight. Ticket cost is determined by play amount and number of combinations.</td></tr><tr><td>WHEEL: 3-WAY</td><td>$500</td><td>333</td><td>$180</td><td>111</td><td>1-2-1</td></tr><tr><td>WHEEL: 6-WAY</td><td>$500</td><td>167</td><td>$180</td><td>56</td><td>1-2-3</td></tr><tr><td colspan=""6"">FRONT PAIR/BACK PAIR:&nbsp;First/Last two selected numbers match in the exact order drawn.</td></tr><tr><td>FRONT PAIR</td><td>$50</td><td>100</td><td>$26</td><td>50</td><td>1-2-X</td></tr><tr><td>BACK PAIR</td><td>$50</td><td>100</td><td>$26</td><td>50</td><td>X-2-3</td></tr><tr><td colspan=""6"">1-OFF:&nbsp;Selected numbers may be either one higher or one lower than the winning numbers to win. 1-OFF does not pay on a Straight.</td></tr><tr><td>1 DIGITS 1-OFF</td><td>$40</td><td>167</td><td>NA</td><td>NA</td><td>1-2-X</td></tr><tr><td>2 DIGITS 1-OFF</td><td>$10</td><td>83</td><td>NA</td><td>NA</td><td>X-X-3</td></tr><tr><td>3 DIGITS 1-OFF</td><td>$18</td><td>125</td><td>NA</td><td>NA</td><td>X-X-X</td></tr></tbody></table>",F,"3+1","3-Digits + 1 (SB)",INA,F,F,,,"1$",upto 28 consecutive draws,"Mon-Sun, 10 minutes before draw time"
366,Daily3 Evening,Indiana-Daily3 Evening,"11:00 PM",US/Eastern,"11:00 PM",Choose 3 digits from 0 to 9.,"3-Digits+1",$500,,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead>	<tr class=""result-table-heading""><th colspan=""6"">Daily 3 with SUPERBALL Prize Structure $1 Wager</th></tr><tr class=""result-table-heading""><th>PLAY TYPE</th><th>PRIZE</th><th>ODDS (1 in)</th><th>SUPERBALL PRIZE</th><th>ODDS (1 in)</th><th>EXAMPLE</th></tr></thead><tbody><tr><td colspan=""6"">STRAIGHT:&nbsp;Selected numbers must match winning numbers in exact order.</td></tr><tr><td>STRAIGHT</td><td>$500</td><td>1,000</td><td>$180</td><td>333</td><td>1-2-3</td></tr><tr><td colspan=""6"">COMBO:&nbsp;Selected numbers may match winning numbers in exact order (Straight) or any order (Box). (Minimum $1 play)</td></tr><tr><td>COMBO: 3-WAY STRAIGHT</td><td>$330</td><td>1,000</td><td>$120</td><td>333</td><td>1-2-1</td></tr><tr><td>COMBO: 3-WAY BOX</td><td>$80</td><td>333</td><td>$30</td><td>111</td><td>1-2-1</td></tr><tr><td>COMBO: 6-WAY STRAIGHT</td><td>$290</td><td>1,000</td><td>$105</td><td>333</td><td>1-2-3</td></tr><tr><td>COMBO: 6-WAY BOX</td><td>$40</td><td>167</td><td>$15</td><td>56</td><td>1-2-3</td></tr><tr><td colspan=""6"">BOX:&nbsp;Selected numbers may match winning numbers in any order</td></tr><tr><td>BOX: 3-WAY</td><td>$160</td><td>333</td><td>$60</td><td>111</td><td>1-2-1</td></tr><tr><td>BOX: 6-WAY</td><td>$80</td><td>167</td><td>$30</td><td>56</td><td>1-2-3</td></tr><tr><td colspan=""6"">WHEEL:&nbsp;Every combination of the numbers you select are played as straight. Ticket cost is determined by play amount and number of combinations.</td></tr><tr><td>WHEEL: 3-WAY</td><td>$500</td><td>333</td><td>$180</td><td>111</td><td>1-2-1</td></tr><tr><td>WHEEL: 6-WAY</td><td>$500</td><td>167</td><td>$180</td><td>56</td><td>1-2-3</td></tr><tr><td colspan=""6"">FRONT PAIR/BACK PAIR:&nbsp;First/Last two selected numbers match in the exact order drawn.</td></tr><tr><td>FRONT PAIR</td><td>$50</td><td>100</td><td>$26</td><td>50</td><td>1-2-X</td></tr><tr><td>BACK PAIR</td><td>$50</td><td>100</td><td>$26</td><td>50</td><td>X-2-3</td></tr><tr><td colspan=""6"">1-OFF:&nbsp;Selected numbers may be either one higher or one lower than the winning numbers to win. 1-OFF does not pay on a Straight.</td></tr><tr><td>1 DIGITS 1-OFF</td><td>$40</td><td>167</td><td>NA</td><td>NA</td><td>1-2-X</td></tr><tr><td>2 DIGITS 1-OFF</td><td>$10</td><td>83</td><td>NA</td><td>NA</td><td>X-X-3</td></tr><tr><td>3 DIGITS 1-OFF</td><td>$18</td><td>125</td><td>NA</td><td>NA</td><td>X-X-X</td></tr></tbody></table>",F,"3+1","3-Digits + 1 (SB)",INB,F,F,,,"1$",upto 28 consecutive draws,"Mon-Sun, 21 minutes before draw time"
367,Daily4 Midday,Indiana-Daily4 Midday,"1:20 PM",US/Eastern,"01:20 PM",Choose 4 digits from 0 to 9.,"4-Digits+1",$500,,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th colspan=""6"">Daily 4 with SUPERBALL Prize Structure $1Wager</th></tr><tr class=""result-table-heading""><th>PLAY TYPE</th><th>PRIZE</th><th>ODDS (1 in)</th><th>SUPERBALL PRIZE</th><th>ODDS (1 in)</th><th>EXAMPLE</th></tr></thead><tbody><tr><td colspan=""6"">STRAIGHT:&nbsp;Selected numbers must match winningnumbers in exact order.</td></tr><tr><td>STRAIGHT</td><td>$5,000</td><td>10,000</td><td>$1,360</td><td>2,500</td><td>1-2-3-4</td></tr><tr><td colspan=""6"">COMBO:&nbsp;Selected numbers may match winningnumbers in exact order (Straight) or any order (Box). (Minimum $1play)</td></tr><tr><td>COMBO: 4-WAY STRAIGHT</td><td>$3,100</td><td>10,000</td><td>$850</td><td>2,500</td><td>1-2-2-2</td></tr><tr><td>COMBO: 4-WAY BOX</td><td>$600</td><td>2,500</td><td>$170</td><td>625</td><td>1-2-2-2</td></tr><tr><td>COMBO: 6-WAY STRAIGHT</td><td>$2,900</td><td>10,000</td><td>$795</td><td>2,500</td><td>1-2-1-2</td></tr><tr><td>COMBO: 6-WAY BOX</td><td>$400</td><td>1,667</td><td>$115</td><td>417</td><td>1-2-1-2</td></tr><tr><td>COMBO: 12-WAY STRAIGHT</td><td>$2,700</td><td>10,000</td><td>$738</td><td>2,500</td><td>1-2-3-3</td></tr><tr><td>COMBO: 12-WAY BOX</td><td>$200</td><td>833</td><td>$58</td><td>208</td><td>1-2-3-3</td></tr><tr><td>COMBO: 24-WAY STRAIGHT</td><td>$2,600</td><td>10,000</td><td>$709</td><td>2,500</td><td>1-2-3-4</td></tr><tr><td>COMBO: 24-WAY BOX</td><td>$100</td><td>417</td><td>$29</td><td>104</td><td>1-2-3-4</td></tr><tr><td colspan=""6"">BOX:&nbsp;Selected numbers may match winningnumbers in any order</td></tr><tr><td>BOX: 4-WAY</td><td>$1,200</td><td>2,500</td><td>$340</td><td>625</td><td>1-2-2-2</td></tr><tr><td>BOX: 6-WAY</td><td>$800</td><td>1,667</td><td>$230</td><td>417</td><td>1-2-1-2</td></tr><tr><td>BOX: 12-WAY</td><td>$400</td><td>833</td><td>$116</td><td>208</td><td>1-2-3-3</td></tr><tr><td>BOX: 24-WAY</td><td>$200</td><td>417</td><td>$58</td><td>104</td><td>1-2-3-4</td></tr><tr><td colspan=""6"">WHEEL:&nbsp;Every combination of the numbers youselect are played as straight. Ticket cost is determined by playamount and number of combinations.</td></tr><tr><td>WHEEL: 4-WAY</td><td>$5,000</td><td>2,500</td><td>$1,360</td><td>625</td><td>1-2-2-2</td></tr><tr><td>WHEEL: 6-WAY</td><td>$5,000</td><td>1,667</td><td>$1,360</td><td>417</td><td>1-2-1-2</td></tr><tr><td>WHEEL: 12-WAY</td><td>$5,000</td><td>833</td><td>$1,360</td><td>208</td><td>1-2-3-3</td></tr><tr><td>WHEEL: 24-WAY</td><td>$5,000</td><td>417</td><td>$1,360</td><td>104</td><td>1-2-3-4</td></tr><tr><td colspan=""6"">FRONT 3/BACK 3:&nbsp;First/Last three selectednumbers match in the exact order drawn.</td></tr><tr><td>STRAIGHT</td><td>$500</td><td>1,000</td><td>$180</td><td>333</td><td>1-2-3-X/X-2-3-4</td></tr><tr><td>BOX: 3-WAY</td><td>$160</td><td>333</td><td>$60</td><td>111</td><td>1-2-2-X/X-2-2-4</td></tr><tr><td>BOX: 6-WAY</td><td>$80</td><td>167</td><td>$30</td><td>56</td><td>1-2-3-X/X-2-3-4</td></tr><tr><td>COMBO: 3-WAY STRAIGHT</td><td>$330</td><td>1,000</td><td>$120</td><td>333</td><td>1-2-2-X/X-2-2-4</td></tr><tr><td>COMBO: 3-WAY BOX</td><td>$80</td><td>333</td><td>$30</td><td>111</td><td>1-2-2-X/X-2-2-4</td></tr><tr><td>COMBO: 6-WAY STRAIGHT</td><td>$290</td><td>1,000</td><td>$105</td><td>333</td><td>1-2-3-X/X-2-3-4</td></tr><tr><td>COMBO: 6-WAY BOX</td><td>$40</td><td>167</td><td>$15</td><td>56</td><td>1-2-3-X/X-2-3-4</td></tr><tr><td>WHEEL: 3-WAY</td><td>$500</td><td>333</td><td>$180</td><td>111</td><td>1-2-2-X/X-2-2-4</td></tr><tr><td>WHEEL: 6-WAY</td><td>$500</td><td>167</td><td>$180</td><td>56</td><td>1-2-3-X/X-2-3-4</td></tr><tr><td colspan=""6"">1-OFF:&nbsp;Selected numbers may be either onehigher or one lower than the winning numbers to win. 1-OFF does notpay on a Straight.</td></tr><tr><td>1 DIGITS 1-OFF</td><td>$300</td><td>1,250</td><td>NA</td><td>NA</td><td>1-2-3-X</td></tr><tr><td>2 DIGITS 1-OFF</td><td>$40</td><td>417</td><td>NA</td><td>NA</td><td>1-2-X-X</td></tr><tr><td>3 DIGITS 1-OFF</td><td>$26</td><td>313</td><td>NA</td><td>NA</td><td>1-X-X-X</td></tr><tr><td>4 DIGITS 1-OFF</td><td>$52</td><td>625</td><td>NA</td><td>NA</td><td>X-X-X-X</td></tr></tbody></table>",F,"4+1","4-Digits + 1 (SB)",INC,F,F,,,"1$",upto 28 consecutive draws,"Mon-Sun, 10 minutes before draw time"
368,Daily4 Evening,Indiana-Daily4 Evening,"11:00 PM",US/Eastern,"11:00 PM",Choose 4 digits from 0 to 9.,"4-Digits+1",$500,,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th colspan=""6"">Daily 4 with SUPERBALL Prize Structure $1Wager</th></tr><tr class=""result-table-heading""><th>PLAY TYPE</th><th>PRIZE</th><th>ODDS (1 in)</th><th>SUPERBALL PRIZE</th><th>ODDS (1 in)</th><th>EXAMPLE</th></tr></thead><tbody><tr><td colspan=""6"">STRAIGHT:&nbsp;Selected numbers must match winningnumbers in exact order.</td></tr><tr><td>STRAIGHT</td><td>$5,000</td><td>10,000</td><td>$1,360</td><td>2,500</td><td>1-2-3-4</td></tr><tr><td colspan=""6"">COMBO:&nbsp;Selected numbers may match winningnumbers in exact order (Straight) or any order (Box). (Minimum $1play)</td></tr><tr><td>COMBO: 4-WAY STRAIGHT</td><td>$3,100</td><td>10,000</td><td>$850</td><td>2,500</td><td>1-2-2-2</td></tr><tr><td>COMBO: 4-WAY BOX</td><td>$600</td><td>2,500</td><td>$170</td><td>625</td><td>1-2-2-2</td></tr><tr><td>COMBO: 6-WAY STRAIGHT</td><td>$2,900</td><td>10,000</td><td>$795</td><td>2,500</td><td>1-2-1-2</td></tr><tr><td>COMBO: 6-WAY BOX</td><td>$400</td><td>1,667</td><td>$115</td><td>417</td><td>1-2-1-2</td></tr><tr><td>COMBO: 12-WAY STRAIGHT</td><td>$2,700</td><td>10,000</td><td>$738</td><td>2,500</td><td>1-2-3-3</td></tr><tr><td>COMBO: 12-WAY BOX</td><td>$200</td><td>833</td><td>$58</td><td>208</td><td>1-2-3-3</td></tr><tr><td>COMBO: 24-WAY STRAIGHT</td><td>$2,600</td><td>10,000</td><td>$709</td><td>2,500</td><td>1-2-3-4</td></tr><tr><td>COMBO: 24-WAY BOX</td><td>$100</td><td>417</td><td>$29</td><td>104</td><td>1-2-3-4</td></tr><tr><td colspan=""6"">BOX:&nbsp;Selected numbers may match winningnumbers in any order</td></tr><tr><td>BOX: 4-WAY</td><td>$1,200</td><td>2,500</td><td>$340</td><td>625</td><td>1-2-2-2</td></tr><tr><td>BOX: 6-WAY</td><td>$800</td><td>1,667</td><td>$230</td><td>417</td><td>1-2-1-2</td></tr><tr><td>BOX: 12-WAY</td><td>$400</td><td>833</td><td>$116</td><td>208</td><td>1-2-3-3</td></tr><tr><td>BOX: 24-WAY</td><td>$200</td><td>417</td><td>$58</td><td>104</td><td>1-2-3-4</td></tr><tr><td colspan=""6"">WHEEL:&nbsp;Every combination of the numbers youselect are played as straight. Ticket cost is determined by playamount and number of combinations.</td></tr><tr><td>WHEEL: 4-WAY</td><td>$5,000</td><td>2,500</td><td>$1,360</td><td>625</td><td>1-2-2-2</td></tr><tr><td>WHEEL: 6-WAY</td><td>$5,000</td><td>1,667</td><td>$1,360</td><td>417</td><td>1-2-1-2</td></tr><tr><td>WHEEL: 12-WAY</td><td>$5,000</td><td>833</td><td>$1,360</td><td>208</td><td>1-2-3-3</td></tr><tr><td>WHEEL: 24-WAY</td><td>$5,000</td><td>417</td><td>$1,360</td><td>104</td><td>1-2-3-4</td></tr><tr><td colspan=""6"">FRONT 3/BACK 3:&nbsp;First/Last three selectednumbers match in the exact order drawn.</td></tr><tr><td>STRAIGHT</td><td>$500</td><td>1,000</td><td>$180</td><td>333</td><td>1-2-3-X/X-2-3-4</td></tr><tr><td>BOX: 3-WAY</td><td>$160</td><td>333</td><td>$60</td><td>111</td><td>1-2-2-X/X-2-2-4</td></tr><tr><td>BOX: 6-WAY</td><td>$80</td><td>167</td><td>$30</td><td>56</td><td>1-2-3-X/X-2-3-4</td></tr><tr><td>COMBO: 3-WAY STRAIGHT</td><td>$330</td><td>1,000</td><td>$120</td><td>333</td><td>1-2-2-X/X-2-2-4</td></tr><tr><td>COMBO: 3-WAY BOX</td><td>$80</td><td>333</td><td>$30</td><td>111</td><td>1-2-2-X/X-2-2-4</td></tr><tr><td>COMBO: 6-WAY STRAIGHT</td><td>$290</td><td>1,000</td><td>$105</td><td>333</td><td>1-2-3-X/X-2-3-4</td></tr><tr><td>COMBO: 6-WAY BOX</td><td>$40</td><td>167</td><td>$15</td><td>56</td><td>1-2-3-X/X-2-3-4</td></tr><tr><td>WHEEL: 3-WAY</td><td>$500</td><td>333</td><td>$180</td><td>111</td><td>1-2-2-X/X-2-2-4</td></tr><tr><td>WHEEL: 6-WAY</td><td>$500</td><td>167</td><td>$180</td><td>56</td><td>1-2-3-X/X-2-3-4</td></tr><tr><td colspan=""6"">1-OFF:&nbsp;Selected numbers may be either onehigher or one lower than the winning numbers to win. 1-OFF does notpay on a Straight.</td></tr><tr><td>1 DIGITS 1-OFF</td><td>$300</td><td>1,250</td><td>NA</td><td>NA</td><td>1-2-3-X</td></tr><tr><td>2 DIGITS 1-OFF</td><td>$40</td><td>417</td><td>NA</td><td>NA</td><td>1-2-X-X</td></tr><tr><td>3 DIGITS 1-OFF</td><td>$26</td><td>313</td><td>NA</td><td>NA</td><td>1-X-X-X</td></tr><tr><td>4 DIGITS 1-OFF</td><td>$52</td><td>625</td><td>NA</td><td>NA</td><td>X-X-X-X</td></tr></tbody></table>",F,"4+1","4-Digits + 1 (SB)",IND,F,F,,,"1$",upto 28 consecutive draws,"Mon-Sun, 21 minutes before draw time"
369,Mix and Match,Indiana-Mix and Match,"10:50 PM",US/Eastern,"10:50 PM",,"6/53",,,F,F,,,F,F,Ignore,,F,"6+1","6/53 + XTRA",,F,F,,,,,
370,Cash 5,Indiana-Cash 5,"11:00 PM",US/Eastern,"11:00 PM",,"5/45",,,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th>MATCH</th><th>ODDS</th><th>PRIZE</th></tr></thead><tbody><tr><td>2/5</td><td>1 in 12</td><td>FREE&nbsp;$1&nbsp;CA$H 5&nbsp;Ticket</td></tr><tr><td>3/5</td><td>1 in 157</td><td>$15</td></tr><tr><td>4/5</td><td>1 in 6,109</td><td>$200</td></tr><tr><td>5/5</td><td>1 in 1,221,759</td><td>Estimated Jackpot</td></tr><tr><td colspan=""3"">Overall Odds: 1 in 11</td></tr></tbody></table>",F,"5","5/45",IN8,T,F,,,"1$",upto 28 consecutive draws,"Mon-Sun, 21 minutes before draw time"
371,Quick Draw Evening,Indiana-Quick Draw Evening,"11:00 PM",US/Eastern,"11:00 PM",select 10 numbers from 1 to 80.,"10/80","$300,000",,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th>Pick Match</th><th>Quick Draw Prize</th><th>Bullseye Prize</th><th>Total Prize Won (Quick Draw Prize + Bullseye Prize)</th></tr></thead><tbody><tr><td>10</td><td>$300,000</td><td>$200,000</td><td>$500,000</td></tr><tr><td>9</td><td>$4,000</td><td>$6,000</td><td>$10,000</td></tr><tr><td>8</td><td>$250</td><td>$750</td><td>$1,000</td></tr><tr><td>7</td><td>$35</td><td>$90</td><td>$125</td></tr><tr><td>6</td><td>$15</td><td>$20</td><td>$35</td></tr><tr><td>5</td><td>$5</td><td>$5</td><td>$10</td></tr><tr><td>4</td><td>$0</td><td>$3</td><td>$3</td></tr><tr><td>3</td><td>$0</td><td>$2</td><td>$2</td></tr><tr><td>2</td><td>$0</td><td>$3</td><td>$3</td></tr><tr><td>1</td><td>$0</td><td>$5</td><td>$5</td></tr><tr><td>0</td><td>Free Ticket</td><td>####</td><td>Free Ticket</td></tr><tr><td>Overall Odds</td><td>1 in 9.1</td><td>1 in 8</td><td>1 in 4.3</td></tr></tbody></table>",F,"20+1","10/80 + 1 (BE)",IN7,F,F,,,"1$",upto 28 consecutive draws,"Mon-Sun, 21 minutes before draw time"
